Anio;Mes;Dia;Caterpillar;Ferrari;Volkswagen;Boeing;RollsRoyce
2017;5;7; 99.72 ; 83.5 ; 1.607.892 ; 186.11 ; 11.24 
2017;5;8; 99.72 ; 84.09 ; 160.34 ; 185.14 ; 11.29 
2017;5;9; 101.9 ; 82.79 ; 158.13 ; 182.9 ; 11.17 
2017;5;10; 100.59 ; 82.56 ; 158.625 ; 183.71 ; 11.22 
2017;5;11; 101.59 ; 84.28 ; 161.515 ; 183.3 ; 10.84 
2017;5;12; 102.75 ; 84.59 ; 162.32 ; 182.73 ; 11.05 
2017;5;13; 101 ; 84.83 ; 162.05 ; 181.39 ; 11.05 
2017;5;14; 99.14 ; 82.56 ; 159.36 ; 178.48 ; 11.075 
2017;5;15; 101.57 ; 83.67 ; 158.1 ; 177.73 ; 11.085 
2017;5;16; 102.67 ; 83.46 ; 161.4 ; 183.78 ; 11.04 
2017;5;17; 102.3 ; 84.03 ; 159.187 ; 184 ; 11.2 
2017;5;18; 103.33 ; 84.44 ; 157 ; 183.46 ; 10.98 
2017;5;19; 104.45 ; 85.12 ; 159 ; 185.63 ; 108.927 
2017;5;20; 105 ; 85.01 ; 157.45 ; 186.73 ; 11.05 
2017;5;21; 105.26 ; 85.27 ; 158.05 ; 186.76 ; 11.235 
2017;5;22; 105.25 ; 86.31 ; 158 ; 187.37 ; 11.21 
2017;6;1; 105.77 ; 87.19 ; 157.5 ; 187.41 ; 11.32 
2017;6;2; 105.67 ; 90.43 ; 161 ; 187.82 ; 11.34 
2017;6;3; 105.58 ; 90.12 ; 160 ; 190.07 ; 11.5 
2017;6;4; 104.79 ; 90 ; 156.92 ; 188.41 ; 113.901 
2017;6;5; 104.3 ; 90.4 ; 1.570.721 ; 186.85 ; 11.485 
2017;6;6; 103.8 ; 91.71 ; 154.05 ; 188.1 ; 11.4 
2017;6;7; 105.09 ; 91.64 ; 151.78 ; 190 ; 11.38 
2017;6;8; 105.65 ; 89.02 ; 154.24 ; 190.3 ; 112.025 
2017;6;9; 106.18 ; 88.84 ; 157.68 ; 190.05 ; 11.25 
2017;6;10; 105.8 ; 88.72 ; 158 ; 191.05 ; 11.4 
2017;6;11; 103.8 ; 85.82 ; 154.25 ; 191.43 ; 11.275 
2017;6;12; 106.76 ; 88.55 ; 1.505.545 ; 196.01 ; 11.585 
2017;6;13; 107.95 ; 89.28 ; 150.46 ; 197.88 ; 11.75 
2017;6;14; 108.06 ; 89.43 ; 150.09 ; 198.75 ; 11.89 
2017;6;15; 106.63 ; 89.11 ; 152.5 ; 199.58 ; 117.989 
2017;6;16; 103.57 ; 89.07 ; 152.76 ; 199.25 ; 11.75 
2017;6;17; 102.5 ; 88.98 ; 151.25 ; 199.26 ; 11.9 
2017;6;18; 104.66 ; 89.37 ; 153.175 ; 202.77 ; 11.95 
2017;6;19; 104.5 ; 88.31 ; 153.81 ; 199.8 ; 11.9 
2017;6;20; 104.85 ; 87.19 ; 154.8 ; 199.5 ; 11.825 
2017;6;21; 106.45 ; 86.39 ; 1.546.843 ; 199.62 ; 11.53 
2017;6;22; 106.1 ; 86.64 ; 154.66 ; 198.5 ; 11.53 
2017;7;1; 106.51 ; 86.34 ; 154.66 ; 198.07 ; 11.42 
2017;7;2; 107 ; 84.99 ; 1.546.923 ; 199.3 ; 11.9 
2017;7;3; 107.23 ; 85.48 ; 157.35 ; 201.64 ; 11.9 
2017;7;4; 106.61 ; 85.28 ; 157.96 ; 202.24 ; 11.9 
2017;7;5; 106.73 ; 86.68 ; 160 ; 202.32 ; 12 
2017;7;6; 107.91 ; 89.35 ; 1.610.675 ; 204 ; 117.101 
2017;7;7; 108.92 ; 90.47 ; 163.05 ; 206.95 ; 12 
2017;7;8; 108.89 ; 92.53 ; 164 ; 206.8 ; 11.905 
2017;7;9; 108.55 ; 92.74 ; 166 ; 206.798 ; 11.89 
2017;7;10; 108 ; 93.34 ; 166.45 ; 208.73 ; 11.76 
2017;7;11; 108.22 ; 93.55 ; 1.655.677 ; 209.11 ; 11.846 
2017;7;12; 107.3 ; 95.24 ; 166.36 ; 209.43 ; 11.91 
2017;7;13; 107.88 ; 99.16 ; 170 ; 211.1 ; 11.91 
2017;7;14; 106.71 ; 99.29 ; 166.96 ; 209.99 ; 11.992 
2017;7;15; 107.86 ; 100.2 ; 159.255 ; 212 ; 12.055 
2017;7;16; 113.24 ; 101.14 ; 158.316 ; 213.22 ; 12 
2017;7;17; 114.25 ; 102.89 ; 158.52 ; 223.48 ; 12 
2017;7;18; 113.72 ; 105.7 ; 159.3 ; 237.13 ; 12.13 
2017;7;19; 114.45 ; 104.87 ; 159.03 ; 240.82 ; 12.074 
2017;7;20; 114.5 ; 105.72 ; 155.5 ; 241.85 ; 12.06 
2017;8;1; 114.27 ; 108.78 ; 155.96 ; 243.38 ; 127.201 
2017;8;2; 113.15 ; 106 ; 1.604.345 ; 239.06 ; 12.78 
2017;8;3; 112.85 ; 108.68 ; 1.545.554 ; 237.06 ; 12.55 
2017;8;4; 113.88 ; 108.67 ; 154.355 ; 238.58 ; 12.5 
2017;8;5; 114.48 ; 109.35 ; 156.6 ; 237.6 ; 12.5 
2017;8;6; 114.59 ; 111.43 ; 152.85 ; 239.91 ; 12.51 
2017;8;7; 114.39 ; 110.11 ; 1.528.653 ; 238.01 ; 123.399 
2017;8;8; 113.89 ; 110.19 ; 151 ; 234.03 ; 12.13 
2017;8;9; 113.07 ; 106.59 ; 150.38 ; 232.76 ; 11.9 
2017;8;10; 113.46 ; 108.56 ; 155.16 ; 236.01 ; 11.775 
2017;8;11; 114 ; 110.58 ; 155.355 ; 237.21 ; 11.63 
2017;8;12; 113.81 ; 110.52 ; 152.944 ; 239.7 ; 11.6 
2017;8;13; 114 ; 110.74 ; 154.175 ; 237.38 ; 11.67 
2017;8;14; 112.99 ; 110 ; 154.13 ; 235 ; 11.708 
2017;8;15; 113.75 ; 110.42 ; 152 ; 235.77 ; 11.63 
2017;8;16; 114.21 ; 112.89 ; 149.955 ; 236.16 ; 11.675 
2017;8;17; 115 ; 115.1 ; 154.9 ; 239.36 ; 11.83 
2017;8;18; 115 ; 115.9 ; 152.675 ; 238.52 ; 11.77 
2017;8;19; 115.47 ; 114.59 ; 155.99 ; 239 ; 11.55 
2017;8;20; 115.76 ; 114.03 ; 156 ; 236.22 ; 11.52 
2017;8;21; 114.38 ; 113.31 ; 153.51 ; 237.21 ; 11.54 
2017;8;22; 116.12 ; 114.56 ; 153.23 ; 240.99 ; 11.82 
2017;8;23; 117.95 ; 113.79 ; 1.515.445 ; 241 ; 11.825 
2017;9;1; 117.49 ; 114.92 ; 155 ; 239.66 ; 11.91 
2017;9;2; 118.14 ; 115.92 ; 157.19 ; 240.3 ; 11.6 
2017;9;3; 118.75 ; 118.09 ; 160 ; 237.53 ; 11.665 
2017;9;4; 117.38 ; 111.21 ; 161 ; 234.75 ; 115.725 
2017;9;5; 117.23 ; 110.45 ; 165 ; 235.75 ; 11.66 
2017;9;6; 118.82 ; 110.81 ; 161.75 ; 239.5 ; 11.825 
2017;9;7; 119.19 ; 111.47 ; 168.82 ; 240.59 ; 12.05 
2017;9;8; 120.5 ; 109.81 ; 166.137 ; 240 ; 11.87 
2017;9;9; 119.79 ; 109.32 ; 168.02 ; 243 ; 11.87 
2017;9;10; 121.01 ; 110.59 ; 168.62 ; 247.36 ; 11.95 
2017;9;11; 123.62 ; 111.75 ; 169.675 ; 249.97 ; 12 
2017;9;12; 123.96 ; 112.91 ; 169.835 ; 253.08 ; 12.15 
2017;9;13; 124.97 ; 113.28 ; 167.689 ; 253.26 ; 12.135 
2017;9;14; 124.52 ; 113.05 ; 170 ; 256.13 ; 12.01 
2017;9;15; 124.58 ; 112.93 ; 171.45 ; 256.31 ; 119.301 
2017;9;16; 124.37 ; 112.94 ; 169.865 ; 256.97 ; 11.85 
2017;9;17; 124.7 ; 110.14 ; 169.915 ; 254.6 ; 11.76 
2017;9;18; 125.21 ; 109.2 ; 168.6 ; 255.27 ; 11.6 
2017;9;19; 123.91 ; 109.72 ; 168.63 ; 254.11 ; 11.59 
2017;9;20; 125.35 ; 110.03 ; 167.41 ; 253.85 ; 11.59 
2017;10;1; 124.4 ; 110.76 ; 169.82 ; 254.65 ; 11.95 
2017;10;2; 124.98 ; 112.58 ; 167.05 ; 255.99 ; 12.09 
2017;10;3; 125.69 ; 114.02 ; 174.49 ; 256.12 ; 12.21 
2017;10;4; 126.8 ; 114.14 ; 1.714.825 ; 255.28 ; 12.055 
2017;10;5; 126.12 ; 111.96 ; 171.8 ; 258 ; 12 
2017;10;6; 126.92 ; 112.69 ; 174 ; 259 ; 11.98 
2017;10;7; 127.52 ; 116.3 ; 174.59 ; 259.74 ; 11.9 
2017;10;8; 128.17 ; 116.33 ; 175 ; 261.32 ; 12 
2017;10;9; 128.4 ; 115.97 ; 178.88 ; 260.95 ; 11.95 
2017;10;10; 131 ; 115.81 ; 174.85 ; 262.9 ; 12.1 
2017;10;11; 131.25 ; 114.9 ; 174.592 ; 261.5 ; 12.06 
2017;10;12; 131.14 ; 115.95 ; 1.731.385 ; 256.49 ; 11.9 
2017;10;13; 130.5 ; 116.2 ; 174.338 ; 258.47 ; 12.1 
2017;10;14; 131 ; 114.74 ; 173.05 ; 258.98 ; 12.25 
2017;10;15; 131.34 ; 115.04 ; 176.22 ; 260.36 ; 12.18 
2017;10;16; 131.95 ; 114.71 ; 172.3 ; 265.13 ; 12.33 
2017;10;17; 140.06 ; 114.72 ; 175 ; 263.24 ; 12.14 
2017;10;18; 137.21 ; 115.54 ; 174.8 ; 264.78 ; 12.5 
2017;10;19; 136.88 ; 115.31 ; 175.065 ; 259.72 ; 12.35 
2017;10;20; 136.92 ; 116.06 ; 178 ; 258.26 ; 12.5 
2017;10;21; 137.3 ; 116.63 ; 184.55 ; 255.45 ; 12.67 
2017;10;22; 136.5 ; 118 ; 182.18 ; 259.34 ; 126.101 
2017;11;1; 135.67 ; 121 ; 190.659 ; 258.29 ; 12.66 
2017;11;2; 136.42 ; 118.49 ; 197 ; 258.31 ; 12.48 
2017;11;3; 136.48 ; 118.25 ; 195.45 ; 262.42 ; 12.6 
2017;11;4; 136.8 ; 117.19 ; 189.55 ; 262.62 ; 12.8 
2017;11;5; 137.8 ; 116.52 ; 191 ; 264.07 ; 12.8 
2017;11;6; 138.4 ; 113.44 ; 187.4 ; 266.14 ; 12.75 
2017;11;7; 136.44 ; 110.82 ; 186.1 ; 265.01 ; 12.25 
2017;11;8; 135.09 ; 109.78 ; 186.75 ; 262.11 ; 12.25 
2017;11;9; 135.53 ; 110.2 ; 181.35 ; 261.67 ; 12.05 
2017;11;10; 138 ; 110.18 ; 184.4 ; 262 ; 11.76 
2017;11;11; 136.48 ; 108.32 ; 185 ; 261.42 ; 11.86 
2017;11;12; 135.47 ; 109.65 ; 188.25 ; 263.76 ; 11.84 
2017;11;13; 135.8 ; 109.64 ; 190 ; 262.82 ; 11.765 
2017;11;14; 136.44 ; 109.915 ; 195.2 ; 263 ; 11.91 
2017;11;15; 137.77 ; 111.71 ; 203.35 ; 266.24 ; 11.67 
2017;11;16; 138.22 ; 111.98 ; 201.3 ; 267 ; 11.72 
2017;11;17; 138.1 ; 113.17 ; 202 ; 265.26 ; 11.905 
2017;11;18; 137.47 ; 112.75 ; 202.7 ; 265.38 ; 11.73 
2017;11;19; 137.51 ; 112.58 ; 201.897 ; 267 ; 11.47 
2017;11;20; 139 ; 111.81 ; 203.05 ; 269.48 ; 11.43 
2017;11;21; 138.9 ; 108.71 ; 206.9 ; 269.91 ; 11.408 
2017;12;1; 141.6 ; 107.6 ; 205.1 ; 277.51 ; 11.54 
2017;12;2; 144.25 ; 107.03 ; 202.5 ; 276.16 ; 11.325 
2017;12;3; 141.75 ; 104.46 ; 198.15 ; 279.01 ; 11.25 
2017;12;4; 140.15 ; 104.78 ; 197.359 ; 274.87 ; 11.25 
2017;12;5; 139.775 ; 104.21 ; 194.7 ; 278.49 ; 11.395 
2017;12;6; 143.87 ; 106.24 ; 199 ; 285.01 ; 11.13 
2017;12;7; 144.63 ; 106.67 ; 201 ; 286.21 ; 11.05 
2017;12;8; 143.49 ; 106 ; 199.99 ; 288.16 ; 11.12 
2017;12;9; 144.18 ; 106.65 ; 199.95 ; 290.5 ; 11.15 
2017;12;10; 148.85 ; 106.45 ; 202 ; 293.35 ; 11.15 
2017;12;11; 147.35 ; 104.85 ; 201.1 ; 295.87 ; 11 
2017;12;12; 147.75 ; 105.49 ; 205 ; 296 ; 11.32 
2017;12;13; 149.9 ; 105.74 ; 204 ; 296.5 ; 11.44 
2017;12;14; 151.93 ; 105.8 ; 204.8 ; 298.7 ; 11.37 
2017;12;15; 152.69 ; 105.4 ; 202 ; 298.05 ; 113.175 
2017;12;16; 154.77 ; 105.44 ; 200.05 ; 296.33 ; 11.36 
2017;12;17; 156.04 ; 106.54 ; 201.95 ; 295.54 ; 11.48 
2017;12;18; 156.94 ; 106.15 ; 200.15 ; 296.41 ; 11.18 
2017;12;19; 157.94 ; 106.36 ; 202.21 ; 295.81 ; 11.25 
2017;12;20; 158.05 ; 105.95 ; 201.96 ; 296.94 ; 11.475 
